timestamp,b2d,b3d,b4d,b1d
13:32:52.00,10.81665383,10.81665383,10.81665383,10.81665383
13:32:57.00,12.72792206,12.72792206,9.486832981,9.486832981
13:33:03.00,10.81665383,15,12.36931688,6.708203932
13:33:08.00,8.485281374,13.41640786,13.41640786,8.485281374
13:33:14.00,6.708203932,12.36931688,15,10.81665383
13:33:20.00,9.486832981,9.486832981,12.72792206,12.72792206
13:33:26.00,12.36931688,6.708203932,10.81665383,15
13:33:32.00,13.41640786,8.485281374,8.485281374,13.41640786
13:33:39.00,15,10.81665383,6.708203932,12.36931688
13:33:45.00,12.72792206,12.72792206,9.486832981,9.486832981
13:33:52.00,10.81665383,15,12.36931688,6.708203932
13:33:57.00,8.485281374,13.41640786,13.41640786,8.485281374
13:34:00.00,6.708203932,12.36931688,15,10.81665383
13:34:03.00,9.486832981,9.486832981,12.72792206,12.72792206
13:34:06.00,10.81665383,10.81665383,10.81665383,10.81665383
