09:49:34.074,392327,33.66,14.67,9.21
09:49:34.175,392428,33.66,14.67,9.21
09:49:34.275,392529,33.66,14.67,9.21
09:49:34.376,392630,36.23,14.44,9.17
09:49:34.478,392731,28.07,14.44,9.17
09:49:34.578,392832,28.07,14.35,9.38
09:49:34.680,392933,28.07,14.35,9.38
09:49:34.780,393034,38.00,14.35,9.14
09:49:34.881,393135,38.00,14.36,9.14
09:49:34.982,393236,37.86,14.23,9.14
09:49:35.083,393337,36.73,14.20,9.14
09:49:35.184,393438,36.73,14.20,9.14
09:49:35.286,393539,36.33,14.22,8.97
09:49:35.386,393640,36.33,14.10,9.08
09:49:35.488,393741,36.33,14.10,9.08
09:49:35.588,393842,36.33,13.80,8.80
09:49:35.690,393943,-77.39,13.75,8.71
09:49:35.790,394044,36.99,13.75,8.66
09:49:35.892,394145,36.99,13.73,8.66
09:49:35.993,394246,35.94,13.64,8.53
09:49:36.094,394347,36.74,13.66,8.35
09:49:36.195,394448,36.74,13.66,8.35
09:49:36.295,394549,35.27,13.57,8.35
09:49:36.396,394650,35.27,13.57,8.44
09:49:36.497,394751,28.40,13.57,8.44
09:49:36.598,394852,28.40,13.64,8.26
09:49:36.699,394953,29.17,13.68,8.12
09:49:36.800,395054,27.04,13.68,7.92
09:49:36.902,395155,27.04,13.78,7.92
09:49:37.002,395256,28.92,13.82,7.69
09:49:37.103,395357,16.94,13.99,7.54
09:49:37.204,395458,16.94,13.99,7.54
09:49:37.305,395559,16.95,14.11,7.38
09:49:37.406,395660,16.95,14.11,7.38
09:49:37.507,395761,16.97,14.11,7.38
09:49:37.608,395862,16.97,18.36,7.06
09:49:37.710,395963,16.97,18.36,7.06
09:49:37.811,396064,16.93,18.36,7.04
09:49:37.911,396165,16.93,16.18,7.04
09:49:38.012,396266,16.93,16.18,7.04
09:49:38.113,396367,16.83,25.98,6.59
09:49:38.214,396468,16.83,25.98,6.59
09:49:38.315,396569,16.81,26.84,6.37
09:49:38.417,396670,16.80,25.49,6.31
09:49:38.517,396771,18.65,25.49,6.27
09:49:38.618,396872,18.65,25.59,6.27
09:49:38.719,396973,17.07,25.53,5.92
09:49:38.821,397074,16.95,25.55,5.94
09:49:38.921,397175,16.95,25.55,5.94
09:49:39.023,397276,16.83,25.57,5.87
09:49:39.123,397377,19.41,25.69,5.84
09:49:39.224,397478,16.19,25.69,5.84
09:49:39.325,397579,16.19,27.78,5.82
09:49:39.427,397680,22.57,29.25,5.84
09:49:39.528,397781,15.74,29.25,5.86
09:49:39.629,397882,15.74,27.58,5.86
09:49:39.729,397983,15.52,27.19,5.91
09:49:39.831,398084,15.46,26.23,6.03
09:49:39.931,398185,15.46,26.23,6.03
09:49:40.033,398286,15.26,24.73,6.11
09:49:40.134,398387,15.14,27.63,6.27
09:49:40.234,398488,14.99,27.63,6.27
09:49:40.335,398589,14.99,27.01,6.36
09:49:40.437,398690,14.85,18.43,6.51
09:49:40.537,398791,14.69,18.43,6.55
09:49:40.638,398892,14.69,17.07,6.55
09:49:40.739,398993,14.69,17.07,6.55
09:49:40.841,399094,14.39,17.04,6.86
09:49:40.942,399195,14.39,17.04,6.86
09:49:41.043,399296,14.30,17.11,6.93
09:49:41.143,399397,14.21,17.05,7.22
09:49:41.244,399498,14.16,17.05,7.22
09:49:41.345,399599,14.16,17.03,7.39
09:49:41.446,399700,13.98,17.00,7.61
09:49:41.548,399801,13.80,17.00,12.44
09:49:41.649,399902,13.80,16.99,12.44
09:49:41.750,400003,13.70,16.97,22.37
09:49:41.851,400104,13.76,16.82,12.03
09:49:41.952,400205,13.76,16.82,12.03
09:49:42.053,400306,13.60,20.47,12.76
09:49:42.154,400407,13.62,18.04,25.34
09:49:42.255,400508,13.57,18.04,25.34
09:49:42.356,400609,13.57,16.78,8.46
09:49:42.457,400710,13.60,18.66,19.27
09:49:42.558,400811,13.56,18.66,8.83
09:49:42.659,400912,13.56,17.64,8.83
09:49:42.760,401013,13.52,17.15,8.94
09:49:42.861,401114,13.65,16.15,9.07
09:49:42.962,401215,13.65,16.15,9.07
09:49:43.062,401316,13.66,15.71,8.90
09:49:43.163,401417,13.67,15.60,8.90
09:49:43.265,401518,13.76,15.60,8.90
09:49:43.366,401619,13.76,15.39,9.01
09:49:43.466,401720,13.86,15.26,9.05
09:49:43.568,401821,13.95,15.26,9.00
09:49:43.669,401922,13.95,15.16,9.00
09:49:43.770,402023,13.95,15.16,9.00
09:49:43.871,402124,14.23,14.85,9.21
09:49:43.971,402225,14.23,14.85,9.21
09:49:44.073,402326,14.37,14.75,9.28
09:49:44.173,402427,26.90,14.62,9.31
09:49:44.275,402528,14.68,14.62,9.31
09:49:44.376,402629,14.68,14.48,9.29
09:49:44.477,402730,14.94,14.34,9.21
09:49:44.578,402831,22.15,14.34,9.17
09:49:44.679,402932,22.15,14.26,9.17
09:49:44.780,403033,17.98,14.11,9.21
09:49:44.881,403134,36.64,13.93,9.25
09:49:44.982,403235,36.64,13.93,9.25
09:49:45.083,403336,36.38,13.83,9.14
09:49:45.184,403437,36.38,13.99,9.09
09:49:45.285,403538,36.15,13.99,9.09
09:49:45.386,403639,36.15,13.85,8.95
09:49:45.487,403740,36.34,13.69,8.89
09:49:45.588,403841,35.84,13.68,8.85
09:49:45.689,403942,35.84,13.68,8.85
09:49:45.790,404043,35.84,13.59,8.91
09:49:45.891,404144,-262.26,13.56,8.29
09:49:45.992,404245,27.82,13.56,8.29
