timestamp,playerid,wearabletimestamp,b1d,b2d,b3d,b4d,xa,ya,za,ta,pos_x,pos_y,confidence
1900-01-01 21:48:26.677,a,134159,15.19,20.3,23.06,19.87,-1.01,-4.47,10.94,18.009347572857823,11.577346689895467,10.089743190661476,0.75735124275694
1900-01-01 21:48:26.677,a,134159,15.19,20.3,23.06,19.87,-1.01,-4.47,10.94,18.009347572857823,11.577346689895467,10.089743190661476,0.75735124275694
1900-01-01 21:48:26.691,a,134261,15.19,20.3,23.06,19.87,-0.62,-4.43,10.39,17.63035450579483,11.577346689895467,10.089743190661476,0.75735124275694
1900-01-01 21:48:26.741,a,134261,15.19,20.3,23.06,19.87,-0.62,-4.43,10.39,17.63035450579483,11.577346689895467,10.089743190661476,0.75735124275694
1900-01-01 21:48:26.791,a,134363,15.175063591201335,20.304073566036003,23.06,19.874073566036003,-0.54,-4.43,10.9,17.93305606972777,11.57336543319001,10.085365352760654,0.7552549895535536
1900-01-01 21:48:26.842,a,134363,15.154388155576957,20.309712321206288,23.06,19.879712321206288,-0.54,-4.43,10.9,17.93305606972777,11.56786086910848,10.079312577491523,0.7523158124417282
1900-01-01 21:48:26.892,a,134465,15.141951314271953,20.319220722433002,23.06,19.880498996006114,-0.94,-3.88,10.98,17.566627450936622,11.561486055461945,10.079100973156933,0.7498447938117082
1900-01-01 21:48:26.942,a,134465,15.135019874288414,20.32962514548117,23.06,19.878763042479196,-0.94,-3.88,10.98,17.566627450936622,11.555372718975274,10.081844990776741,0.7479005598730791
1900-01-01 21:48:26.992,a,134567,15.131695316532804,20.339410323235793,23.06,19.875888165155335,-0.86,-3.8,11.25,17.670939420415657,11.550034156874492,10.08584907680515,0.74644008937948
1900-01-01 21:48:27.043,a,134567,15.130707393189242,20.347899687345794,23.06,19.872656517297646,-0.86,-3.8,11.25,17.670939420415657,11.545646006851193,10.090167809825934,0.7453909080883011
1900-01-01 21:48:27.093,a,134669,15.13122605967854,20.354862952528386,23.06,19.869488978492555,-1.72,-4.27,11.37,18.171411612750397,11.542217321596855,10.094302097459828,0.744681027909631
1900-01-01 21:48:27.144,a,134669,15.132712745138903,20.3602895198291,23.06,19.866599507333593,-1.72,-4.27,11.37,18.171411612750397,11.539684509411272,10.098005918028838,0.7442486327981087
1900-01-01 21:48:27.194,a,134771,15.134811175391864,20.36222421231931,23.06,19.864088386790293,-0.98,-4.11,10.86,17.674504236328666,11.538682420559411,10.100360668767628,0.7444253394342217
1900-01-01 21:48:27.245,a,134771,15.13727235810116,20.361843959433237,23.06,19.861994841651462,-0.98,-4.11,10.86,17.674504236328666,11.538741847602914,10.101743820835136,0.7449747212982438
1900-01-01 21:48:27.295,a,134874,15.135786887093488,20.3599600281924,23.06,19.856203122717837,-1.92,-3.88,11.06,17.696112567453905,11.537014588785262,10.10279780730033,0.7463139752946004
1900-01-01 21:48:27.346,a,134874,15.132259392869766,20.357155599079658,23.06,19.84875383394297,-1.92,-3.88,11.06,17.696112567453905,11.534502778818995,10.1035255803285,0.7480403492084626
1900-01-01 21:48:27.396,a,134976,15.135258262351062,20.355967251222065,23.048436683443974,19.849359415226722,-2.47,-4.58,10.82,18.164737818091403,11.540568602607705,10.10889049275599,0.7469335406349017
1900-01-01 21:48:27.447,a,134976,15.141825366032172,20.35566199588784,23.031137597757596,19.854586010679878,-2.47,-4.58,10.82,18.164737818091403,11.551160163181393,10.116439358014777,0.7443190428150984
1900-01-01 21:48:27.497,a,135078,15.149988096255042,20.355790595689065,23.0118940393422,19.862134120486683,-1.76,-4.7,10.15,17.78679566419989,11.56359784915866,10.124598355973722,0.7410745837440631
1900-01-01 21:48:27.548,a,135078,15.15846617899481,20.356088335549185,22.99307841764527,19.87049397175519,-1.76,-4.7,10.15,17.78679566419989,11.57616411268835,10.132405091662132,0.7377493385331831
1900-01-01 21:48:27.598,a,135180,15.16113363463801,20.352139740513195,22.970734966273167,19.865904972215205,-2.39,-4.31,10.94,18.013544903766167,11.585626276518251,10.143392216428783,0.7367528780091319
1900-01-01 21:48:27.649,a,135180,15.160320574686855,20.34609274530664,22.948337430703287,19.854465036107232,-2.39,-4.31,10.94,18.013544903766167,11.592555931735546,10.155183241483181,0.7370365025018969
1900-01-01 21:48:27.699,a,135282,15.157562581951362,20.340373684080518,22.927876303373644,19.84324184645012,-2.98,-4.9,10.78,18.471025959594122,11.598150148185043,10.165571461812211,0.7372243592730945
1900-01-01 21:48:27.749,a,135282,15.153854213455757,20.335268409644144,22.910360931478888,19.832983813156783,-2.98,-4.9,10.78,18.471025959594122,11.602428267880699,10.174227177737048,0.7373365675737991
1900-01-01 21:48:27.799,a,135384,15.149824048572746,20.330915170014965,22.90242993016177,19.824070028529956,-2.35,-4.86,10.7,18.301040954000403,11.60299227214685,10.178290186294051,0.7382485205991379
