timestamp,gt_x,gt_y,gt_x1,gt_y1,gt_x2,gt_y2,gt_x3,gt_y3,gt_x4,gt_y4,x,y,x1,y1,x2,y2,x3,y3,x4,y4
1900-01-01 16:31:14,7.5,-19.999189999999995,7.5,-19.999189999999995,7.5,-19.999189999999995,7.5000000000000036,-19.999189999999995,7.4999999999999964,-19.999189999999995,6.870211481888832,-20.39764932726172,7.731916666972719,-19.751370438448806,7.731916666972719,-21.043928216074637,6.008506296804944,-19.751370438448806,6.008506296804944,-21.043928216074637
1900-01-01 16:31:14,7.5,-19.999189999999995,7.5,-19.999189999999995,7.5,-19.999189999999995,7.5000000000000036,-19.999189999999995,7.4999999999999964,-19.999189999999995,6.860266299314426,-20.31384784133362,7.741866178955098,-19.652647931603116,7.741866178955098,-20.975047751064125,5.978666419673755,-19.652647931603116,5.978666419673755,-20.975047751064125
1900-01-01 16:31:14,7.5,-19.999189999999995,7.5,-19.999189999999995,7.5,-19.999189999999995,7.5000000000000036,-19.999189999999995,7.4999999999999964,-19.999189999999995,6.842770829967034,-20.23638995560816,7.736767211265838,-19.56589266963406,7.736767211265838,-20.906887241582265,5.948774448668231,-19.56589266963406,5.948774448668227,-20.906887241582265
1900-01-01 16:31:14,7.5,-19.999189999999995,7.5,-19.999189999999995,7.5,-19.999189999999995,7.5000000000000036,-19.999189999999995,7.4999999999999964,-19.999189999999995,6.83870182977679,-20.14432460644376,7.722945562907692,-19.481141806595584,7.722945562907692,-20.80750740629194,5.954458096645889,-19.481141806595584,5.954458096645885,-20.80750740629194
1900-01-01 16:31:14,7.5,-19.999189999999995,7.5,-19.999189999999995,7.5,-19.999189999999995,7.5000000000000036,-19.999189999999995,7.4999999999999964,-19.999189999999995,6.841840585455749,-20.060366471368237,7.705931996044277,-19.41229791342684,7.705931996044277,-20.708435029309634,5.977749174867222,-19.41229791342684,5.977749174867222,-20.70843502930963
1900-01-01 16:31:14,7.5,-19.999189999999995,7.5,-19.999189999999995,7.5,-19.999189999999995,7.5000000000000036,-19.999189999999995,7.4999999999999964,-19.999189999999995,6.845791218428106,-19.96098827618251,7.6835626365625265,-19.332659712581695,7.6835626365625265,-20.589316839783322,6.008019800293686,-19.332659712581695,6.008019800293686,-20.589316839783322
1900-01-01 16:31:14,7.5,-19.999189999999995,7.5,-19.999189999999995,7.5,-19.999189999999995,7.5000000000000036,-19.999189999999995,7.4999999999999964,-19.999189999999995,6.828472553208669,-19.85073905519821,7.656702165163864,-19.229566846231815,7.656702165163864,-20.471911264164607,6.000242941253475,-19.229566846231815,6.000242941253472,-20.471911264164607
1900-01-01 16:31:14,7.5,-19.999189999999995,7.5,-19.999189999999995,7.5,-19.999189999999995,7.5000000000000036,-19.999189999999995,7.4999999999999964,-19.999189999999995,6.802833867161371,-19.75167405999146,7.631166317666968,-19.13042472211226,7.631166317666968,-20.372923397870654,5.974501416655774,-19.13042472211226,5.974501416655774,-20.372923397870654
1900-01-01 16:31:14,7.5,-19.999189999999995,7.5,-19.999189999999995,7.5,-19.999189999999995,7.5000000000000036,-19.999189999999995,7.4999999999999964,-19.999189999999995,6.819073274757872,-19.583536839127692,7.60542983397449,-18.99376941971523,7.60542983397449,-20.173304258540156,6.032716715541255,-18.99376941971523,6.032716715541252,-20.173304258540153
1900-01-01 16:31:14,7.5,-19.999189999999995,7.5,-19.999189999999995,7.5,-19.999189999999995,7.5000000000000036,-19.999189999999995,7.4999999999999964,-19.999189999999995,6.860914249668166,-19.400165676498496,7.596586849607779,-18.848411226543785,7.596586849607779,-19.951920126453203,6.125241649728555,-18.848411226543785,6.125241649728552,-19.951920126453206
1900-01-01 16:31:21,7.5,-9.997120000000002,7.5,-9.997120000000002,7.5,-9.997120000000002,7.500000000000002,-9.997120000000002,7.499999999999998,-9.997120000000002,7.419071906857919,-10.994226452168965,8.362442787033428,-10.286698292037332,8.362442787033428,-11.701754612300597,6.475701026682411,-10.286698292037332,6.475701026682408,-11.701754612300597
1900-01-01 16:31:21,7.5,-9.997120000000002,7.5,-9.997120000000002,7.5,-9.997120000000002,7.500000000000002,-9.997120000000002,7.499999999999998,-9.997120000000002,7.427746171628838,-10.86816420913846,8.35284979323785,-10.174336492931701,8.35284979323785,-11.56199192534522,6.502642550019827,-10.174336492931701,6.502642550019829,-11.561991925345218
1900-01-01 16:31:21,7.5,-9.997120000000002,7.5,-9.997120000000002,7.5,-9.997120000000002,7.500000000000002,-9.997120000000002,7.499999999999998,-9.997120000000002,7.429603764614141,-10.740063483982127,8.350862055025733,-10.049119766173433,8.350862055025733,-11.43100720179082,6.5083454742025495,-10.049119766173433,6.5083454742025495,-11.431007201790823
1900-01-01 16:31:21,7.5,-9.997120000000002,7.5,-9.997120000000002,7.5,-9.997120000000002,7.500000000000002,-9.997120000000002,7.499999999999998,-9.997120000000002,7.427497636062141,-10.630941903538929,8.353419000881615,-9.936500879924322,8.353419000881615,-11.325382927153534,6.501576271242669,-9.936500879924322,6.501576271242666,-11.325382927153534
