timestamp,wearabletimestamp,b1d,b2d,b3d,b4d,xa,ya,za,ta
1900-01-01 13:32:41.042,320667,6.51,13.309999999999999,12.229999999999999,17.84,-0.27,4.35,9.89,11.295463691234637
1900-01-01 13:32:41.145,320770,6.515775037703005,13.309999999999999,12.229999999999999,17.84,-1.33,5.3,10.12,11.154967503314387
1900-01-01 13:32:41.248,320873,6.519251945541946,13.2928554379569,12.195710875913802,17.70855835766958,-0.47,5.96,10.63,11.312090876579804
1900-01-01 13:32:41.349,320975,6.520982382107548,13.282815273364818,12.175630546729636,17.50670889911672,0.86,7.02,8.12,8.625682581685925
1900-01-01 13:32:41.451,321077,6.521716335085739,13.277457367420308,12.164914734840618,17.27307632523107,1.22,6.9,11.18,11.61424986815765
1900-01-01 13:32:41.553,321179,6.4533482154386235,13.177041105767403,12.124638583662158,17.023401530201735,1.96,7.18,13.85,14.231250823451887
1900-01-01 13:32:41.654,321280,6.517717352348843,13.067279523240195,12.065025657456195,16.764394387436717,3.18,7.26,8.9,9.786419161266291
1900-01-01 13:32:41.756,321382,6.565335736263592,12.995629445250065,11.992142910684128,16.50132736208159,3.3,7.49,6.94,8.024319285771224
1900-01-01 13:32:41.858,321484,6.466052389394308,12.915318978451548,11.911043598773746,16.23975377758452,2.86,8.36,6.94,7.643088381014576
1900-01-01 13:32:41.961,321586,6.393527274157742,12.870351894078745,11.826381193176502,16.098539627239486,1.14,6.55,-0.39,3.4661506026137996
1900-01-01 13:32:42.063,321688,6.380405607996714,12.926831883368013,11.782713851699112,15.98497225831323,1.96,10.79,-1.41,2.6095593497753593
1900-01-01 13:32:42.165,321791,6.44095826698007,12.85226357090167,11.689124035225953,15.94666322966634,2.0,12.91,2.08,4.242463906740987
1900-01-01 13:32:42.268,321894,6.486536261251895,12.80835976090246,11.635820175361149,15.940228982796292,4.71,8.98,-1.02,4.888445560707412
1900-01-01 13:32:42.370,321995,6.568112929911856,12.78625650731512,11.56706326462284,15.86123115410796,-2.75,11.85,1.65,3.8062448686336503
1900-01-01 13:32:42.472,322098,6.803099060894538,12.778829874169807,11.53140672480705,15.829310245065615,-0.75,6.47,0.2,3.4192689277095485
1900-01-01 13:32:42.575,322200,6.962187605788646,12.756646065675385,11.504288370920023,15.749996661303866,-2.35,10.55,0.39,2.4974186673443444
1900-01-01 13:32:42.677,322302,7.2577163231184425,12.737494769497564,11.477536701925928,15.639095367249531,-1.1,12.4,-3.33,4.365650008876112
1900-01-01 13:32:42.779,322405,7.448691005646743,12.729406358155538,11.469045511304783,15.575935409763062,1.65,14.0,2.39,5.106329405747341
1900-01-01 13:32:42.881,322507,7.548578059058219,12.761774893613316,11.519861006904936,15.474691588248115,1.49,10.08,0.51,1.5995624401691857
1900-01-01 13:32:42.982,322608,7.639985250672323,12.698191219332744,11.563297680992576,15.416418502640898,0.2,6.83,-0.43,3.0076236466685793
1900-01-01 13:32:43.084,322710,7.671813709264029,12.655028479450014,11.50291516917828,15.331615686254564,0.16,8.94,0.12,0.8829496021857657
1900-01-01 13:32:43.186,322812,7.716258480462154,12.63251046755931,11.38502569886767,15.174669226705529,-0.31,11.3,-1.88,2.4249742266671617
1900-01-01 13:32:43.290,322915,7.788420603342456,12.620560262772216,11.303593466406515,15.076194237827679,-1.84,12.55,-0.78,3.399485255152609
1900-01-01 13:32:43.391,323016,7.817382893375477,12.525745056857723,11.213358977979095,14.921963851074013,-0.08,6.86,-1.84,3.4692362271831536
1900-01-01 13:32:43.494,323119,7.827751771788586,12.381588638947266,11.0903757103939,14.743208046848494,0.55,10.98,1.57,2.0395587758140237
1900-01-01 13:32:43.596,323222,7.819051290583977,12.286012557492022,11.012893544421305,14.635166079927641,-0.47,6.86,-0.31,2.9934261307070873
1900-01-01 13:32:43.698,323323,7.900371058642442,12.181372516557577,10.885003878274194,14.499391215039951,-0.9,11.06,-2.08,2.5930676813380713
1900-01-01 13:32:43.801,323426,8.053807738958849,12.119843780054268,10.808035748133566,14.425046874971017,-0.78,12.79,-3.88,4.960131046655924
1900-01-01 13:32:43.903,323528,8.153684872609567,12.090743546738297,10.769551203723703,14.27640201952911,-0.94,5.65,-3.14,5.288260583594572
1900-01-01 13:32:44.005,323630,8.307857394092816,12.075150836098812,10.7015995467233,14.116711149000261,1.92,7.22,-1.18,3.425667818104961
1900-01-01 13:32:44.108,323733,8.404425904557183,12.0773476085101,10.668591285175886,14.02651524436404,1.29,8.39,-0.67,2.025117280554388
1900-01-01 13:32:44.210,323835,8.49540032546283,12.099837179402824,10.617283137249078,13.910948418198883,-0.2,11.77,-0.55,2.0550912388504785
1900-01-01 13:32:44.312,323938,8.667258863946335,12.172327023566458,10.551516723979203,13.852306010129718,-0.51,14.79,-1.45,5.2213695521385945
1900-01-01 13:32:44.413,324039,8.772415914581364,12.229784639145503,10.517481814302581,13.710142238299442,0.2,5.45,-2.71,5.128996003117959
1900-01-01 13:32:44.515,324140,8.884320469155213,12.186820537683268,10.43915825199491,13.482960708792833,0.55,11.96,-0.71,2.3392733914615453
1900-01-01 13:32:44.617,324243,8.995801990684644,12.155142552794025,10.39475365640333,13.343824849536203,0.94,6.12,-0.55,3.8377727916071325
1900-01-01 13:32:44.719,324344,9.054232451355935,12.051500172196837,10.460208135188818,13.213739355583227,-0.98,10.36,-1.88,2.192806421004827
1900-01-01 13:32:44.821,324446,9.074855488936663,11.978359974135193,10.516992472205521,13.147437660768492,0.39,12.55,-2.24,3.5682208451832125
1900-01-01 13:32:44.923,324548,9.07045163012865,11.930029244470889,10.563068208768913,13.126121381318065,-0.75,6.98,0.75,3.0128723836233093
