timestamp,playerid,wearabletimestamp,b1d,b2d,b3d,b4d,xa,ya,za,ta,pos_x,pos_y,confidence
1900-01-01 21:48:26.677,a,134159,15.19,20.3,23.06,19.87,-1.01,-4.47,10.94,18.009347572857823,11.880536514975535,9.752788648151274,0.9021705433502095
1900-01-01 21:48:26.677,a,134159,15.19,20.3,23.06,19.87,-1.01,-4.47,10.94,18.009347572857823,11.880536514975535,9.752788648151274,0.9021705433502095
1900-01-01 21:48:26.691,a,134261,15.19,20.3,23.06,19.87,-0.62,-4.43,10.39,17.63035450579483,11.880536514975535,9.752788648151274,0.9021705433502095
1900-01-01 21:48:26.741,a,134261,15.19,20.3,23.06,19.87,-0.62,-4.43,10.39,17.63035450579483,11.880536514975535,9.752788648151274,0.9021705433502095
1900-01-01 21:48:26.791,a,134363,15.175063591201335,20.304073566036003,23.06,19.874073566036003,-0.54,-4.43,10.9,17.93305606972777,11.876736791481989,9.748336885668863,0.8979264932596237
1900-01-01 21:48:26.842,a,134363,15.154388155576957,20.309712321206288,23.06,19.879712321206288,-0.54,-4.43,10.9,17.93305606972777,11.871483311359171,9.742181902615242,0.8920503106433714
1900-01-01 21:48:26.892,a,134465,15.141951314271953,20.319220722433002,23.06,19.880498996006114,-0.94,-3.88,10.98,17.566627450936622,11.86533231162496,9.741850629025123,0.8886396699805789
1900-01-01 21:48:26.942,a,134465,15.135019874288414,20.32962514548117,23.06,19.878763042479196,-0.94,-3.88,10.98,17.566627450936622,11.859404568234613,9.744479320898035,0.8868016587820019
1900-01-01 21:48:26.992,a,134567,15.131695316532804,20.339410323235793,23.06,19.875888165155335,-0.86,-3.8,11.25,17.670939420415657,11.854212235319972,9.748382388776356,0.8859628396091909
1900-01-01 21:48:27.043,a,134567,15.130707393189242,20.347899687345794,23.06,19.872656517297646,-0.86,-3.8,11.25,17.670939420415657,11.849934160005258,9.752617890759888,0.8857597524833838
1900-01-01 21:48:27.093,a,134669,15.13122605967854,20.354862952528386,23.06,19.869488978492555,-1.72,-4.27,11.37,18.171411612750397,11.846583997574731,9.756687000136381,0.8859634305366022
1900-01-01 21:48:27.144,a,134669,15.132712745138903,20.3602895198291,23.06,19.866599507333593,-1.72,-4.27,11.37,18.171411612750397,11.844102790451748,9.760342548193268,0.8864286922396563
1900-01-01 21:48:27.194,a,134771,15.134811175391864,20.36222421231931,23.06,19.864088386790293,-0.98,-4.11,10.86,17.674504236328666,11.843105180551316,9.76267789017913,0.8870736877623644
1900-01-01 21:48:27.245,a,134771,15.13727235810116,20.361843959433237,23.06,19.861994841651462,-0.98,-4.11,10.86,17.674504236328666,11.843138213991825,9.764061684920579,0.8878237358853552
1900-01-01 21:48:27.295,a,134874,15.135786887093488,20.3599600281924,23.06,19.856203122717837,-1.92,-3.88,11.06,17.696112567453905,11.841401643906183,9.76508188597555,0.8875207689882235
1900-01-01 21:48:27.346,a,134874,15.132259392869766,20.357155599079658,23.06,19.84875383394297,-1.92,-3.88,11.06,17.696112567453905,11.838887658320173,9.765760748778309,0.8865942257153054
1900-01-01 21:48:27.396,a,134976,15.135258262351062,20.355967251222065,23.048436683443974,19.849359415226722,-2.47,-4.58,10.82,18.164737818091403,11.844912670482962,9.77124287934126,0.8841759142743116
1900-01-01 21:48:27.447,a,134976,15.141825366032172,20.35566199588784,23.031137597757596,19.854586010679878,-2.47,-4.58,10.82,18.164737818091403,11.85544226992696,9.77899660062036,0.8810908101464374
1900-01-01 21:48:27.497,a,135078,15.149988096255042,20.355790595689065,23.0118940393422,19.862134120486683,-1.76,-4.7,10.15,17.78679566419989,11.867808970669609,9.787396195870018,0.8777886349394364
1900-01-01 21:48:27.548,a,135078,15.15846617899481,20.356088335549185,22.99307841764527,19.87049397175519,-1.76,-4.7,10.15,17.78679566419989,11.880303425510224,9.795446014337426,0.8745687715498462
1900-01-01 21:48:27.598,a,135180,15.16113363463801,20.352139740513195,22.970734966273167,19.865904972215205,-2.39,-4.31,10.94,18.013544903766167,11.889694724919226,9.806615849209313,0.8693027423607239
1900-01-01 21:48:27.649,a,135180,15.160320574686855,20.34609274530664,22.948337430703287,19.854465036107232,-2.39,-4.31,10.94,18.013544903766167,11.896559430742265,9.818540428851705,0.863354229074738
1900-01-01 21:48:27.699,a,135282,15.157562581951362,20.340373684080518,22.927876303373644,19.84324184645012,-2.98,-4.9,10.78,18.471025959594122,11.902109925453157,9.829036635459161,0.8573809558444299
1900-01-01 21:48:27.749,a,135282,15.153854213455757,20.335268409644144,22.910360931478888,19.832983813156783,-2.98,-4.9,10.78,18.471025959594122,11.906360107698625,9.837775039754533,0.8519124956862216
1900-01-01 21:48:27.799,a,135384,15.149824048572746,20.330915170014965,22.90242993016177,19.824070028529956,-2.35,-4.86,10.7,18.301040954000403,11.906908009939302,9.8418487078882,0.848822292822017
1900-01-01 21:48:27.849,a,135384,15.14585566448793,20.327356512362694,22.900826270800103,19.81664255428229,-2.35,-4.86,10.7,18.301040954000403,11.905189044105343,9.84281691312107,0.8473274780488896
1900-01-01 21:48:27.899,a,135486,15.149366458950231,20.319435765284393,22.90844419345166,19.81275312783869,-1.96,-4.35,10.43,17.687537985824935,11.904411908554383,9.838809298395162,0.8499972169389861
1900-01-01 21:48:27.949,a,135486,15.156760282506145,20.309753010140913,22.92107977400017,19.8112513658133,-1.96,-4.35,10.43,17.687537985824935,11.904046939735522,9.832100824788284,0.8548713672513619
