timestamp,x,y,x1,y1,x2,y2,x3,y3,x4,y4
1900-01-01 16:30:45.394,7.591419081542387,-31.230335688843216,4.5580381630847775,-33.50537137768642,4.5580381630847775,-28.955300000000012,10.624799999999997,-33.50537137768642,10.624799999999997,-28.955300000000012
1900-01-01 16:30:45.497,7.591734963995443,-31.230098777003427,4.558669927990889,-33.504897554006845,4.558669927990889,-28.955300000000012,10.624799999999997,-33.504897554006845,10.624799999999997,-28.955300000000012
1900-01-01 16:30:45.599,7.5807954964124535,-31.22185019492645,4.536790992824909,-33.50485357261711,4.536790992824909,-28.938846817235788,10.624799999999997,-33.50485357261711,10.624799999999997,-28.938846817235795
1900-01-01 16:30:45.702,7.585230751592595,-31.227251111314036,4.54566150318519,-33.50692804761959,4.54566150318519,-28.947574175008484,10.624800000000004,-33.50692804761959,10.624799999999997,-28.947574175008484
1900-01-01 16:30:45.804,7.586366432407876,-31.229537377845652,4.547932864815759,-33.50836255353974,4.547932864815759,-28.950712202151564,10.624799999999997,-33.50836255353974,10.62479999999999,-28.950712202151564
1900-01-01 16:30:45.906,7.586551921395782,-31.228838999230213,4.548303842791566,-33.507525058183376,4.548303842791566,-28.950152940277054,10.624799999999997,-33.507525058183376,10.624799999999997,-28.950152940277054
1900-01-01 16:30:46.008,7.5867637517631055,-31.22837029837044,4.54872750352621,-33.50689748454811,4.54872750352621,-28.94984311219277,10.624800000000004,-33.50689748454811,10.624799999999997,-28.949843112192767
1900-01-01 16:30:46.110,7.586964448488419,-31.228061235025525,4.5491288969768435,-33.50643789865921,4.5491288969768435,-28.949684571391845,10.624799999999997,-33.50643789865921,10.62479999999999,-28.949684571391842
1900-01-01 16:30:46.212,7.587125667504548,-31.227869803816688,4.549451335009103,-33.50612555318827,4.549451335009103,-28.949614054445103,10.624799999999997,-33.50612555318827,10.62479999999999,-28.949614054445103
1900-01-01 16:30:46.315,7.587235970738626,-31.22776290382309,4.549671941477252,-33.50593592576912,4.549671941477252,-28.949589881877063,10.624799999999997,-33.50593592576912,10.624800000000004,-28.94958988187706
1900-01-01 16:30:46.417,7.591113658009869,-31.224850476749022,4.557427316019741,-33.50011523324162,4.557427316019741,-28.949585720256433,10.624799999999997,-33.50011523324162,10.624799999999997,-28.949585720256426
1900-01-01 16:30:46.519,7.593740175894143,-31.22288082726719,4.5626803517882895,-33.49617569534658,4.5626803517882895,-28.9495859591878,10.624799999999997,-33.49617569534658,10.624799999999997,-28.9495859591878
1900-01-01 16:30:46.621,7.590895160729587,-31.222042197701874,4.55699032145918,-33.49747082715468,4.55699032145918,-28.94661356824907,10.62479999999999,-33.49747082715468,10.624799999999997,-28.94661356824907
1900-01-01 16:30:46.723,7.59118852769389,-31.219772215777102,4.557577055387784,-33.49498082000668,4.557577055387784,-28.944563611547522,10.624799999999997,-33.49498082000668,10.624799999999997,-28.944563611547522
1900-01-01 16:30:46.824,7.5854429147704305,-31.213997799502955,4.546085829540864,-33.49351561342513,4.546085829540864,-28.934479985580783,10.624799999999997,-33.49351561342513,10.624799999999997,-28.934479985580783
1900-01-01 16:30:46.928,7.5852017043375275,-31.213103948591602,4.545603408675058,-33.492802670338456,4.545603408675058,-28.933405226844755,10.624799999999997,-33.492802670338456,10.624799999999997,-28.933405226844748
1900-01-01 16:30:47.029,7.57112286247752,-31.206015516301573,4.517445724955045,-33.49627336944343,4.517445724955045,-28.91575766315972,10.624799999999997,-33.49627336944343,10.624799999999997,-28.915757663159713
1900-01-01 16:30:47.132,7.573911783431989,-31.203549858590012,4.523023566863979,-33.491716021016025,4.523023566863979,-28.91538369616401,10.624800000000004,-33.491716021016025,10.624799999999997,-28.915383696164003
1900-01-01 16:30:47.234,7.568990793904766,-31.20223612832237,4.513181587809533,-33.494093032893794,4.513181587809533,-28.910379223750944,10.624800000000004,-33.494093032893794,10.624799999999997,-28.910379223750944
1900-01-01 16:30:47.336,7.565984090356103,-31.201903101353736,4.507168180712206,-33.49601503358666,4.507168180712206,-28.907791169120813,10.624800000000004,-33.49601503358666,10.624799999999997,-28.907791169120813
1900-01-01 16:30:47.438,7.569737898639703,-31.20982794195679,4.514675797279406,-33.50112451797701,4.514675797279406,-28.918531365936566,10.624800000000004,-33.50112451797701,10.624799999999997,-28.918531365936566
1900-01-01 16:30:47.541,7.591006551773867,-31.231207431607395,4.557213103547736,-33.506552517776996,4.557213103547736,-28.9558623454378,10.624799999999997,-33.506552517776996,10.624799999999997,-28.955862345437794
1900-01-01 16:30:47.643,7.573740606273209,-31.221889546451827,4.522681212546422,-33.51018409174692,4.522681212546422,-28.93359500115674,10.624799999999997,-33.51018409174692,10.624799999999997,-28.93359500115674
1900-01-01 16:30:47.745,7.562285308554752,-31.213660942374574,4.499770617109506,-33.51054696095851,4.499770617109506,-28.91677492379064,10.624799999999997,-33.51054696095851,10.624799999999997,-28.91677492379064
1900-01-01 16:30:47.847,7.536210274879058,-31.192059485447626,4.447620549758116,-33.50850177928833,4.447620549758116,-28.87561719160692,10.624799999999997,-33.50850177928833,10.624800000000004,-28.87561719160692
1900-01-01 16:30:47.949,7.51825065208327,-31.176690865608872,4.411701304166543,-33.50660287654642,4.411701304166543,-28.846778854671328,10.624799999999997,-33.50660287654642,10.624799999999997,-28.846778854671328
1900-01-01 16:30:48.051,7.482570196938882,-31.15551391247724,4.340340393877767,-33.51218626477308,4.340340393877767,-28.798841560181405,10.624799999999997,-33.51218626477308,10.624799999999997,-28.798841560181405
1900-01-01 16:30:48.154,7.46248588434639,-31.133320593513023,4.300171768692783,-33.50505618025323,4.300171768692783,-28.76158500677282,10.624799999999997,-33.50505618025323,10.624799999999997,-28.761585006772822
1900-01-01 16:30:48.256,7.449244022313084,-31.117988167064482,4.273688044626167,-33.49965515032967,4.273688044626167,-28.736321183799294,10.624800000000004,-33.49965515032967,10.624799999999997,-28.736321183799294
1900-01-01 16:30:48.358,7.4579424198628415,-31.113360448582164,4.291084839725683,-33.488503633685035,4.291084839725683,-28.738217263479296,10.624800000000004,-33.488503633685035,10.624799999999997,-28.738217263479296
