timestamp,distance,rtt,rssi
10:30:26.726,33.45,223.0,-68.0
10:30:27.544,31.35,209.0,-67.0
10:30:27.827,34.8,232.0,-67.0
10:30:28.146,33.45,223.0,-67.0
10:30:28.462,37.05,247.0,-67.0
10:30:28.760,36.0,240.0,-71.0
10:30:29.077,33.0,220.0,-71.0
10:30:29.376,31.8,212.0,-71.0
10:30:29.683,31.65,211.0,-71.0
10:30:29.977,32.4,216.0,-69.0
10:30:30.293,31.95,213.0,-69.0
10:30:30.605,32.1,214.0,-69.0
10:30:31.223,33.3,222.0,-69.0
10:30:31.223,34.8,232.0,-69.0
10:30:31.526,33.15,221.0,-69.0
10:30:31.845,28.65,191.0,-69.0
10:30:32.652,28.05,187.0,-64.0
10:30:32.977,26.4,176.0,-64.0
10:30:33.254,25.65,171.0,-63.0
10:30:33.580,25.95,173.0,-63.0
10:30:34.381,22.95,153.0,-61.0
10:30:34.700,23.85,159.0,-61.0
10:30:35.007,24.15,161.0,-61.0
10:30:35.349,28.35,189.0,-61.0
10:30:35.609,27.9,186.0,-73.0
10:30:35.927,23.25,155.0,-73.0
10:30:36.249,23.1,154.0,-73.0
10:30:36.530,24.3,162.0,-66.0
10:30:36.848,22.95,153.0,-66.0
10:30:37.152,21.0,140.0,-66.0
10:30:37.451,21.9,146.0,-66.0
10:30:37.774,22.2,148.0,-63.0
10:30:38.592,22.8,152.0,-63.0
10:30:38.886,22.2,148.0,-63.0
10:30:39.206,21.45,143.0,-63.0
10:30:39.509,21.45,143.0,-63.0
10:30:39.819,21.45,143.0,-63.0
10:30:40.137,21.75,145.0,-66.0
10:30:40.931,20.4,136.0,-66.0
10:30:41.249,20.4,136.0,-65.0
10:30:41.550,20.25,135.0,-65.0
10:30:41.885,20.55,137.0,-65.0
10:30:42.161,20.1,134.0,-65.0
10:30:42.478,20.4,136.0,-65.0
10:30:42.784,21.3,142.0,-65.0
10:30:43.096,21.75,145.0,-65.0
10:30:43.395,22.95,153.0,-58.0
10:30:43.699,22.65,151.0,-58.0
10:30:44.011,20.55,137.0,-58.0
10:30:44.326,21.9,146.0,-58.0
10:30:44.650,22.8,152.0,-56.0
10:30:44.935,22.65,151.0,-56.0
10:30:45.233,22.35,149.0,-56.0
10:30:45.565,22.65,151.0,-54.0
10:30:45.858,22.35,149.0,-54.0
10:30:46.155,22.65,151.0,-54.0
